locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHKAFJI_03226	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MBHKAFJI_03227	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
MBHKAFJI_03228	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MBHKAFJI_03229	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MBHKAFJI_03230	CDS	327			COG3171	putative protein
MBHKAFJI_03231	CDS	720				hypothetical protein
MBHKAFJI_03232	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
MBHKAFJI_03233	CDS	1008				hypothetical protein
MBHKAFJI_03234	CDS	1302	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MBHKAFJI_03235	CDS	504				hypothetical protein
MBHKAFJI_03236	CDS	987			COG1638	Solute-binding protein
MBHKAFJI_03237	CDS	1137	hemW		COG0635	Heme chaperone HemW
MBHKAFJI_03238	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MBHKAFJI_03239	CDS	291				hypothetical protein
MBHKAFJI_03240	CDS	567				hypothetical protein
MBHKAFJI_03241	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBHKAFJI_03242	CDS	981	yggR		COG2805	putative protein YggR
MBHKAFJI_03243	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MBHKAFJI_03244	CDS	636				hypothetical protein
MBHKAFJI_03245	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
MBHKAFJI_03246	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MBHKAFJI_03247	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MBHKAFJI_03248	CDS	456	sprT			Protein SprT
MBHKAFJI_03249	CDS	1395	galP			Galactose-proton symporter
MBHKAFJI_03250	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MBHKAFJI_03251	CDS	252				hypothetical protein
MBHKAFJI_03252	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MBHKAFJI_03253	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MBHKAFJI_03254	CDS	1563				hypothetical protein
MBHKAFJI_03255	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MBHKAFJI_03256	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
MBHKAFJI_03257	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
MBHKAFJI_03258	CDS	1389	mtlA_2			PTS system mannitol-specific EIICB component
MBHKAFJI_03259	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
MBHKAFJI_03260	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
MBHKAFJI_03261	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
MBHKAFJI_03262	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
MBHKAFJI_03263	CDS	249	glnQ_4			Glutamine transport ATP-binding protein GlnQ
MBHKAFJI_03264	CDS	372	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
MBHKAFJI_03265	CDS	678	ecfA1_2	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MBHKAFJI_03266	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
MBHKAFJI_03267	CDS	579				hypothetical protein
MBHKAFJI_03268	CDS	432				hypothetical protein
MBHKAFJI_03269	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MBHKAFJI_03270	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MBHKAFJI_03271	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MBHKAFJI_03272	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
MBHKAFJI_03273	CDS	636	argO		COG1279	Arginine exporter protein ArgO
MBHKAFJI_03274	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
MBHKAFJI_03275	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
MBHKAFJI_03276	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
MBHKAFJI_03277	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
MBHKAFJI_03278	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
MBHKAFJI_03279	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
MBHKAFJI_03280	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
MBHKAFJI_03281	CDS	186				hypothetical protein
MBHKAFJI_03282	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MBHKAFJI_03283	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBHKAFJI_03284	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MBHKAFJI_03285	CDS	330	zapA		COG3027	Cell division protein ZapA
MBHKAFJI_03286	CDS	579				hypothetical protein
MBHKAFJI_03287	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MBHKAFJI_03288	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
MBHKAFJI_03289	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
MBHKAFJI_03290	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MBHKAFJI_03291	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
MBHKAFJI_03292	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
MBHKAFJI_03293	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
MBHKAFJI_03294	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
MBHKAFJI_03295	CDS	312				hypothetical protein
MBHKAFJI_03296	CDS	660				hypothetical protein
MBHKAFJI_03297	CDS	228				hypothetical protein
MBHKAFJI_03298	CDS	1059	hopW1-1			Effector protein hopW1-1
MBHKAFJI_03299	CDS	651				hypothetical protein
MBHKAFJI_03300	CDS	591				hypothetical protein
MBHKAFJI_03301	CDS	249	dinI_1			DNA damage-inducible protein I
MBHKAFJI_03302	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
MBHKAFJI_03303	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
MBHKAFJI_03304	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
MBHKAFJI_03305	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
MBHKAFJI_03306	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MBHKAFJI_03307	CDS	465				hypothetical protein
MBHKAFJI_03308	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MBHKAFJI_03309	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MBHKAFJI_03310	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MBHKAFJI_03311	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
MBHKAFJI_03312	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MBHKAFJI_03313	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MBHKAFJI_03314	CDS	972	lpxM_1	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MBHKAFJI_03315	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MBHKAFJI_03316	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
MBHKAFJI_03317	CDS	150				hypothetical protein
MBHKAFJI_03318	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MBHKAFJI_03319	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
MBHKAFJI_03320	CDS	642	eda		COG0800	KHG/KDPG aldolase
MBHKAFJI_03321	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MBHKAFJI_03322	CDS	291				hypothetical protein
MBHKAFJI_03323	CDS	357	yebF			Protein YebF
MBHKAFJI_03324	CDS	207				hypothetical protein
MBHKAFJI_03325	CDS	111				hypothetical protein
MBHKAFJI_03326	CDS	660	yebE		COG2979	Inner membrane protein YebE
MBHKAFJI_03327	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
MBHKAFJI_03328	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
MBHKAFJI_03329	CDS	657				hypothetical protein
MBHKAFJI_03330	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
MBHKAFJI_03331	CDS	375	yobA		COG2372	Protein YobA
MBHKAFJI_03332	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
MBHKAFJI_03333	CDS	342				hypothetical protein
MBHKAFJI_03334	CDS	657	pphA_2	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
MBHKAFJI_03335	CDS	276				hypothetical protein
MBHKAFJI_03336	CDS	237	yebV			putative protein YebV
MBHKAFJI_03337	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
MBHKAFJI_03338	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
MBHKAFJI_03339	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
MBHKAFJI_03340	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MBHKAFJI_03341	CDS	699	proQ		COG3109	RNA chaperone ProQ
MBHKAFJI_03342	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
MBHKAFJI_03343	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
MBHKAFJI_03344	CDS	654	ribZ_1			Riboflavin transporter RibZ
MBHKAFJI_03345	CDS	690	ribZ_2			Riboflavin transporter RibZ
MBHKAFJI_03346	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
MBHKAFJI_03347	CDS	240				hypothetical protein
MBHKAFJI_03348	CDS	288				hypothetical protein
MBHKAFJI_03349	CDS	210	cspC			Cold shock-like protein CspC
MBHKAFJI_03350	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
MBHKAFJI_03351	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
MBHKAFJI_03352	CDS	459				hypothetical protein
MBHKAFJI_03353	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
MBHKAFJI_03354	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
MBHKAFJI_03355	CDS	972	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
MBHKAFJI_03356	CDS	210				hypothetical protein
MBHKAFJI_03357	CDS	1557				hypothetical protein
MBHKAFJI_03358	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
MBHKAFJI_03359	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MBHKAFJI_03360	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
MBHKAFJI_03361	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
MBHKAFJI_03362	CDS	180				hypothetical protein
MBHKAFJI_03363	CDS	300				hypothetical protein
MBHKAFJI_03364	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MBHKAFJI_03365	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
MBHKAFJI_03366	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MBHKAFJI_03367	CDS	582	slp_2		COG3065	Outer membrane protein Slp
MBHKAFJI_03368	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MBHKAFJI_03369	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
MBHKAFJI_03370	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
MBHKAFJI_03371	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
MBHKAFJI_03372	CDS	1611	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
MBHKAFJI_03373	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
MBHKAFJI_03374	CDS	924	dmlR_3			HTH-type transcriptional regulator DmlR
MBHKAFJI_03375	CDS	639	leuE		COG1280	Leucine efflux protein
MBHKAFJI_03376	CDS	360	yeaR		COG3615	putative protein YeaR
MBHKAFJI_03377	CDS	189	yoaG			Protein YoaG
MBHKAFJI_03378	CDS	432				hypothetical protein
MBHKAFJI_03379	CDS	189				hypothetical protein
MBHKAFJI_03380	CDS	189				hypothetical protein
MBHKAFJI_03381	CDS	2463				hypothetical protein
MBHKAFJI_03382	CDS	270				hypothetical protein
MBHKAFJI_03383	CDS	1119				hypothetical protein
MBHKAFJI_03384	CDS	468				hypothetical protein
MBHKAFJI_03385	CDS	204				hypothetical protein
MBHKAFJI_03386	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
MBHKAFJI_03387	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
MBHKAFJI_03388	CDS	462	ymfA			Inner membrane protein YmfA
MBHKAFJI_03389	CDS	789	ycfZ			Inner membrane protein YcfZ
MBHKAFJI_03390	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
MBHKAFJI_03391	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
MBHKAFJI_03392	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
MBHKAFJI_03393	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MBHKAFJI_03394	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
MBHKAFJI_03395	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
MBHKAFJI_03396	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
MBHKAFJI_03397	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
MBHKAFJI_03398	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
MBHKAFJI_03399	CDS	696	comR			HTH-type transcriptional repressor ComR
MBHKAFJI_03400	CDS	540				hypothetical protein
MBHKAFJI_03401	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
MBHKAFJI_03402	CDS	543				hypothetical protein
MBHKAFJI_03403	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MBHKAFJI_03404	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
MBHKAFJI_03405	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
MBHKAFJI_03406	CDS	378				hypothetical protein
MBHKAFJI_03407	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
MBHKAFJI_03408	CDS	2190	fhuE		COG4773	FhuE receptor
MBHKAFJI_03409	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
MBHKAFJI_03410	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
MBHKAFJI_03411	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
MBHKAFJI_03412	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
MBHKAFJI_03413	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
MBHKAFJI_03414	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
MBHKAFJI_03415	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MBHKAFJI_03416	CDS	237	acpP_1			Acyl carrier protein
MBHKAFJI_03417	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBHKAFJI_03418	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MBHKAFJI_03419	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MBHKAFJI_03420	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
MBHKAFJI_03421	CDS	174	rpmF		COG0333	50S ribosomal protein L32
MBHKAFJI_03422	CDS	522	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
MBHKAFJI_03423	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
MBHKAFJI_03424	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
MBHKAFJI_03425	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
MBHKAFJI_03426	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
MBHKAFJI_03427	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
MBHKAFJI_03428	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
MBHKAFJI_03429	CDS	1098	flgI			Flagellar P-ring protein
MBHKAFJI_03430	CDS	699	flgH			Flagellar L-ring protein
MBHKAFJI_03431	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
MBHKAFJI_03432	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
MBHKAFJI_03433	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
MBHKAFJI_03434	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
MBHKAFJI_03435	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
MBHKAFJI_03436	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
MBHKAFJI_03437	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
MBHKAFJI_03438	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
MBHKAFJI_03439	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
MBHKAFJI_03440	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
MBHKAFJI_03441	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
MBHKAFJI_03442	CDS	648				hypothetical protein
MBHKAFJI_03443	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
MBHKAFJI_03444	CDS	1209	mdtH			Multidrug resistance protein MdtH
MBHKAFJI_03445	CDS	648	grxB		COG2999	Glutaredoxin 2
MBHKAFJI_03446	CDS	561	yceB			putative lipoprotein YceB
MBHKAFJI_03447	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
MBHKAFJI_03448	CDS	246	dinI_2			DNA damage-inducible protein I
MBHKAFJI_03449	CDS	255	bssS			Biofilm regulator BssS
MBHKAFJI_03450	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
MBHKAFJI_03451	CDS	114	yceO			putative protein YceO
MBHKAFJI_03452	CDS	531				hypothetical protein
MBHKAFJI_03453	CDS	114				hypothetical protein
MBHKAFJI_03454	CDS	282				hypothetical protein
MBHKAFJI_03455	CDS	222				hypothetical protein
MBHKAFJI_03456	CDS	150				hypothetical protein
MBHKAFJI_03457	CDS	168				hypothetical protein
MBHKAFJI_03458	CDS	1071	xerC_3			Tyrosine recombinase XerC
MBHKAFJI_03459	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
MBHKAFJI_03460	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
MBHKAFJI_03461	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
MBHKAFJI_03462	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
MBHKAFJI_03463	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
MBHKAFJI_03464	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
MBHKAFJI_03465	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
MBHKAFJI_03466	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBHKAFJI_03467	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
MBHKAFJI_03468	CDS	774	modA		COG0725	Molybdate-binding protein ModA
MBHKAFJI_03469	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
MBHKAFJI_03470	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
MBHKAFJI_03471	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
MBHKAFJI_03472	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MBHKAFJI_03473	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
MBHKAFJI_03474	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
MBHKAFJI_03475	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
MBHKAFJI_03476	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MBHKAFJI_03477	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
MBHKAFJI_03478	CDS	381				hypothetical protein
MBHKAFJI_03479	CDS	942	zitB		COG1230	Zinc transporter ZitB
MBHKAFJI_03480	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
MBHKAFJI_03481	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MBHKAFJI_03482	tRNA	76				tRNA-Lys(ttt)
MBHKAFJI_03483	tRNA	76				tRNA-Lys(ttt)
MBHKAFJI_03484	tRNA	76				tRNA-Val(tac)
MBHKAFJI_03485	tRNA	76				tRNA-Lys(ttt)
MBHKAFJI_03486	tRNA	76				tRNA-Val(tac)
MBHKAFJI_03487	tRNA	76				tRNA-Lys(ttt)
MBHKAFJI_03488	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
MBHKAFJI_03489	CDS	522	pal_1		COG2885	Peptidoglycan-associated lipoprotein
MBHKAFJI_03490	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
MBHKAFJI_03491	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
MBHKAFJI_03492	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
MBHKAFJI_03493	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
MBHKAFJI_03494	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
MBHKAFJI_03495	CDS	294				hypothetical protein
MBHKAFJI_03496	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
MBHKAFJI_03497	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
MBHKAFJI_03498	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
MBHKAFJI_03499	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
MBHKAFJI_03500	CDS	1188	mngA_1		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
MBHKAFJI_03501	CDS	768	mngA_2		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
MBHKAFJI_03502	CDS	723	mngR_3		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MBHKAFJI_03503	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MBHKAFJI_03504	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MBHKAFJI_03505	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MBHKAFJI_03506	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MBHKAFJI_03507	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
MBHKAFJI_03508	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
MBHKAFJI_03509	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
MBHKAFJI_03510	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
MBHKAFJI_03511	CDS	108	ybgU			Protein YbgU
MBHKAFJI_03512	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
MBHKAFJI_03513	CDS	567	ybgD_2			putative fimbrial-like protein YbgD
MBHKAFJI_03514	CDS	429	papC_2		COG3188	Outer membrane usher protein PapC
MBHKAFJI_03515	CDS	1980	papC_3		COG3188	Outer membrane usher protein PapC
MBHKAFJI_03516	CDS	732	papD_2		COG3121	Chaperone protein PapD
MBHKAFJI_03517	CDS	1062				hypothetical protein
MBHKAFJI_03518	CDS	1047				hypothetical protein
MBHKAFJI_03519	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
MBHKAFJI_03520	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
MBHKAFJI_03521	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
MBHKAFJI_03522	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
MBHKAFJI_03523	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
MBHKAFJI_03524	CDS	1482	dtpD		COG3104	Dipeptide permease D
MBHKAFJI_03525	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
MBHKAFJI_03526	CDS	510				hypothetical protein
MBHKAFJI_03527	CDS	360				ISAs1 family transposase ISEc5
MBHKAFJI_03528	CDS	339				hypothetical protein
MBHKAFJI_03529	CDS	297				hypothetical protein
MBHKAFJI_03530	CDS	441				hypothetical protein
MBHKAFJI_03531	CDS	357				hypothetical protein
MBHKAFJI_03532	CDS	1662				hypothetical protein
MBHKAFJI_03533	CDS	192				hypothetical protein
MBHKAFJI_03534	CDS	183				hypothetical protein
MBHKAFJI_03535	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
MBHKAFJI_03536	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MBHKAFJI_03537	tRNA	88				tRNA-Ser(gga)
MBHKAFJI_03538	CDS	219	infA		COG0361	Translation initiation factor IF-1
MBHKAFJI_03539	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MBHKAFJI_03540	CDS	1722	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MBHKAFJI_03541	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
MBHKAFJI_03542	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBHKAFJI_03543	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
MBHKAFJI_03544	CDS	4068	ftsK		COG1674	DNA translocase FtsK
MBHKAFJI_03545	CDS	612	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
MBHKAFJI_03546	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
MBHKAFJI_03547	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
